s_no,name,country_origin,flag,flag_basis,category_segment,hall,stand,source_url
837,Tata Motors Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
838,Tatras Data,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-49,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
839,TEBILLION SYSTEMS PVT. LTD.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
840,Tech2globe Web Solutions,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,F4-13,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
841,TechBridge,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,F4-22,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
842,TECHIE,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,D2-25,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
843,Techmezine(All About Electronics),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
844,Techno Digital,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,C3-41,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
845,TECHNO EXPONENT,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,E4-32,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
846,Techotd Solutions Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 5,B5-116,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
847,TECHROUTES NETWORK PVT LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,D5-125,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
848,Techstaunch Solutions,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-103,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
849,TechTez,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-34,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
850,Tecniqua,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Embedded Tech,Hall 5,C5-295,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
851,Tecstaq Technology Solution,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 2,B2-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
852,Telecom Equipment Manufacturers Association of India (TEMA),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Association,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
853,Telecom Sector Skill Council (TSSC),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Association,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
854,Telecommunications Consultants India Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,E5-74,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
855,TELEINDIA DATACENTER PRIVATE LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-142,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
856,Telit Cinterion,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,B3-46,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
857,Tenda,China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",Internet of Things,Hall 5,C5-295,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
858,Tender360.AI,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,E5-114,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
859,Tesca Technologies Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,C4-02,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
860,Tescom Electronics Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-101,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
861,Tescom Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5-101,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
862,Tesvolts,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P81,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
863,Texonic Instruments Pvt ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-140,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
864,THALES DIS INDIA PVT LTD,France,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""France"".",IoT & Embedded Tech,Hall 4,G4-29,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
865,The Battery Magazine,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
866,The Power Hub Accessories,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,'C2-20,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
867,ThingsHorizon Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-62,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
868,Think Future Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-12,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
869,Thinkscoop Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,C3-25,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
870,Thinvent Technologies Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-41,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
871,Thoughtsol,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-70,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
872,TI Clean Mobility Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
873,TIH AT IIT BOMBAY,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,DST Pavilion,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
874,TIH Foundation of IoT IoE (IIT Bombay),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,A2-15,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
875,TiHAN-IITH,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,DST Pavilion,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
876,Times of AI,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
877,Times-7,New Zealand,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""New Zealand"".",IT & Communications,Hall 5,E5-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
878,TimesTech,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,Hall 5,A5-80,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
879,TNP CONSULTANTS,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-08,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
880,Tonmind Technology Co Ltd,China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",IT & Communications,Hall 5,D5-84,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
881,TOPFLYtech,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,B3-16,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
882,Torchlight,United States,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""United States"".",IoT & Embedded Tech,Hall 4,A4-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
883,TORNADO BOOM,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,D4-23,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
884,Toshniwal Sensing Devices Pvt. Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 5,D5 - 100,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
885,Touch LCD Displays,China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",IoT & Embedded Tech,Hall 4,B4-08,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
886,Toyota Kirloskar Motor Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
887,TP Link,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-28,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
888,TQ Network Pvt Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,A3-44,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
889,Tractors India Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,C3-22,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
890,Tracxn Technologies Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 3,B3-35,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
891,Trade360.ai,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,B3-68,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
892,TRADING REBOOT,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-115,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
893,TrafficAro,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,A3-17,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
894,TrafficX,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,B1-20,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
895,Tragofone,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-161,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
896,Tranistics Data Technologies,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,D4-24,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
897,Tranquility IoT & Big Data Solutions,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P36,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
898,Transcend Information. Inc.,Taiwan,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Taiwan"".",IT & Communications,Hall 5,A5-150,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
899,TransNational Computer / 1C Company,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IoT & Embedded Tech,Hall 4,G4-31,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
900,Transport Corporation Of India Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 5,A5-93,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
901,TRIDENT SYSTECH PRIVATE LIMITED,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,C3-22,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
902,Tripgain Travel & Expense Management Solutions Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,B2-43,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
903,Trishulopulsion Technology,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,DST Pavilion,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
904,TrueConf,United States,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""United States"".",IT & Communications,Hall 3,B3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
905,TruScholar,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,D4-19,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
906,Trust Electronics,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-97,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
907,TurnB,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-26,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
908,Turvas Technology Solutions Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-55,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
909,Tuxuci global solution,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,C3-59,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
910,TVS Motor Company,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
911,Twozo Technologies Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,B3-77,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
912,Tycho Technologies Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P101,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
913,UBIQCOM,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-175,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
914,"Ufi Space Co., Ltd.",Taiwan,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Taiwan"".",IT & Communications,Hall 5,A5-150,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
915,UGREEN,China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",Mobile Devices & Accessories,Hall 3,A3-12,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
916,Ujjain Smart City Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",,Hall 1,""" D1-29",https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
