gjepc_exhibitor_id,name,origin_flag,country_or_origin,flag_basis,section,hall,stall,city_as_listed
EXH387,R.S.JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 272B,MUMBAI
EXH1231,RACHANA ENTERPRISES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-S 32g,JAIPUR
EXH1956,RADHA GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 463B,MUMBAI
EXH1821,RADHAKRISHNA JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-G 14d,RAJKOT
EXH7,RADHARANI GOLD PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 504A,NEW DELHI
EXH332,RADHE DIAM GEMS AND JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6R 127B,MUMBAI
EXH410,RADHE KRISHNA GEMS & JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-L 19j,AHMEDABAD
EXH1591,RADHIKA JEWELSCRAFT PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AB 10b,JAIPUR
EXH1717,RAERO INTERNATIONAL CZ  JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 309,MUMBAI
EXH327,RAHUL GEMSTONES PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AH 44b,JAIPUR
EXH723,RAINBOW STONES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AJ 43g,JAIPUR
EXH1029,RAJ ELECTRIC WORKS(MUMBAI),INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 557,MUMBAI
EXH1206,RAJ GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 42b,JAIPUR
EXH897,RAJ GEMS N JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 500A,MUMBAI
EXH1986,RAJ GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6B 023B,SURAT
EXH854,RAJ HANS JEWELLERS AND SONS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 31a,JODHPUR
EXH955,RAJ JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 484A,MUMBAI
EXH852,RAJARAM JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6M 094B,HYDERABAD
EXH1563,RAJASTHAN SILVER HOUSE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 38b,JAIPUR
EXH938,RAJATMANI,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-V 38i,JAIPUR
EXH1552,RAJENDER GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 49b,JAIPUR
EXH108,RAJESH ENTERPRISES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 575D,MUMBAI
EXH695,RAJGURU GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-A 1d,MUMBAI
EXH1247,RAJGURU GOLD PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-G 11i,MUMBAI
EXH1303,RAJMANI JEWELS & CO.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6R 125B,NEW DELHI
EXH915,RAJSHREE GEMS AND JEWELS PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 367B,AHMEDABAD
EXH1159,RAJSHREE JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4S 495,HYDERABAD
EXH1348,RAJWADA JEWELS OF JAIPUR,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6Q 118,JAIPUR
EXH953,RAJYASH JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 492H,MUMBAI
EXH1663,RAKYAN GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AC 14b,JAIPUR
EXH2065,RAMADAN KUYUMCULUK SANAYI VE TICARET LTD STI,FOREIGN,Turkey,"GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'ISTANBUL' -> country inferred",International Jewellery,Hall Pavillion,JIO-Q 28i,ISTANBUL
EXH949,RAMANA JEVAR EQUIPMENTS  & SUPPLIES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 558,MUMBAI
EXH1909,RAMAVTAR JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AR 59b,NEW DELHI
EXH1032,RAMNARAIN & COMPANY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 40e,MUMBAI
EXH100,RAMNARAYAN & COMPANY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AR 56f,JAIPUR
EXH1863,RANIWALA JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AE 21b,JAIPUR
EXH1265,RANK INTERNATIONAL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3M 380B,MUMBAI
EXH1970,RANKA TRADERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 30j,MUMBAI
EXH968,RAPAPORT INDIA PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lab_edu,Hall 6,6P 101D,MUMBAI
EXH257,RARE ELEMENT TRADING LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-X 43f,SURAT
EXH1432,RARE GEMS & JEWELLERY CO. PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 40c,JAIPUR
EXH1489,RASHMINBHAI SHANTILAL ZINZUWADIA PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3P 400A,AHMEDABAD
EXH1922,RATANCAST JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 173,MUMBAI
EXH1671,RATI JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-E 10d,MUMBAI
EXH1257,RATILAL NAJABHAI,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 364C,RAJKOT
EXH881,RATNA SHILP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 260D,MUMBAI
EXH678,RATNAM JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-B 4d,MUMBAI
EXH1754,RATNAMANI JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3M 373E,MUMBAI
EXH1201,RATNAWALI,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AJ 46b,JAIPUR
EXH181,RAVI MALVIYA INDUSTRIES PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 541,AHMEDABAD
EXH985,RAWAT JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AD 16b,JAIPUR
EXH1443,RAYAN DESIGN,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 165,SURAT
EXH460,RBZ JEWELLERS LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 398A,AHMEDABAD
EXH445,RD FINE JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 459B,AHMEDABAD
2152,REAL GEMS HK LTD,FOREIGN,"Hong Kong SAR, China (inferred from ""HK"" in company name; city field blank in source)","GJEPC Section = International Loose; country inferred from ""HK"" abbreviation in company name (city field blank in source)",International Loose,Hall LOTUS,JIO-AQ 54g,
EXH1799,REAL JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 492B,MUMBAI
EXH291,REAL MANGALSUTRA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-F 10k,MUMBAI
EXH2116,REAL PEARLS (BUNTY MOTIWALA),INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 47h,JAIPUR
EXH2032,RED EXIM DIAMOND LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-F 9l,MUMBAI
EXH431,REEVAZZ,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-B 1j,MUMBAI
EXH42,REINVENT CARBON PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 569F,MUMBAI
EXH2163,REONA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 409CD,MUMBAI
EXH63,RETAIL JEWELLER INDIA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 038,MUMBAI
EXH2066,REVA GEMS & JEWELS LIMITED,FOREIGN,"Hong Kong SAR, China","GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'KOWLOON' -> country inferred",International Jewellery,Hall Pavillion,JIO-M 24a,KOWLOON
EXH833,REVAZ,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 425,BENGALURU
EXH726,REYONA JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 470E,MUMBAI
EXH2080,RG CRYSTALS LTD.,FOREIGN,Thailand,"GJEPC exhibitor-list Section field = 'International Loose' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'THAILAND' -> country inferred",International Loose,Hall LOTUS,JIO-AQ 57b,THAILAND
EXH914,RGS CREATION,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AP 55c,JAIPUR
EXH2127,RIACETECH  S.R.L.,FOREIGN,Italy (inferred from S.R.L./S.p.A. Italian legal-entity suffix in name; city field blank in source),"GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field blank in source; country inferred from Italian legal-entity suffix (S.R.L./S.p.A.) in company name",International Machinery,Hall 5,5U 583D,
EXH1601,RIDDHI GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-N 26f,MUMBAI
EXH50,RIDDHI HEATRON INTERNATIONAL PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 528,SURAT
EXH304,RIDDHI JEWEL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-Q 30g,JAIPUR
EXH381,RIDDHIMA CHAIN AND JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-P 27d,CENTRAL DELHI
EXH1779,RIDHI SIDHI GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AK 45k,JAIPUR
EXH292,RIDHI SIDHI GEMS & JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-S 32f,JAIPUR
EXH1981,RINKLE IMPEX,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6N 097B,MUMBAI
EXH175,RIO GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-Q 27j,MUMBAI
EXH2053,RIOSTAR (HK) LTD,FOREIGN,"Hong Kong SAR, China","GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'T.S.T,KOWLOON' -> country inferred",International Jewellery,Hall Pavillion,JIO-P 28e,"T.S.T,KOWLOON"
EXH377,RISHAB JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2J 250D,MUMBAI
EXH788,RISHABH ABUSHAN PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6G 046B,KOLKATA
EXH1490,RISHABH JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 22h,MUMBAI
EXH1284,RISHITH JEWELLERS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 145,HYDERABAD
EXH1254,RITU GEMS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 47c,JAIPUR
EXH1892,RIVERA GEMS N JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-D 7a,MUMBAI
EXH2037,RIYA GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 37b,JAIPUR
EXH1626,RM PRECIOUS JEWELRY INDIA LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-D 5i,RAJKOT
EXH1144,RMC GEMS INDIA LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AM 50a,JAIPUR
EXH2134,ROBERTO GIANDESIN SRL,FOREIGN,Italy (inferred from S.R.L./S.p.A. Italian legal-entity suffix in name; city field blank in source),"GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field blank in source; country inferred from Italian legal-entity suffix (S.R.L./S.p.A.) in company name",International Machinery,Hall 5,5V 583K,
EXH834,ROHIT GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-K 18p,MUMBAI
EXH1748,ROOMY EXPORTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_diamond,Hall Pavillion,JIO-Y 44g,MUMBAI
EXH1723,ROOPSHREE JEWELLERS PRIVATE  LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 500C,KOLKATA
EXH1792,ROSE GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 325,MUMBAI
EXH1362,ROSE JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6B 017A,MUMBAI
EXH378,ROSETTA DIAMOND JEWELLERY PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6N 096C,SURAT
EXH380,ROSETTE CREATIONS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6N 092E,JAIPUR
EXH1535,ROSY BLUE (INDIA) PVT. LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 458A,MUMBAI
EXH2109,ROYAL ANGEL PEARL GEM JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 48a,JAIPUR
EXH1006,ROYAL HEM,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 319,MUMBAI
EXH958,ROYAL ITALIAN JEWELLERY PVT. L TD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 32b,MUMBAI
