name,fair,fair_id,city,country_iso3,email,homepage
SHIVAM INDUSTRIES,Paperworld Delhi 2026,PAPERWORLDDELHI,New Delhi,IND,gvw1830@rediffmail.com,
SHIVAM SPECIALITY YARNS,Techtextil India 2025,TECHTEXTILINDIA,Daman,IND,shivam.daman@yahoo.com,www.monofilamentyarn.com
Global Writings,Paperworld Middle East 2026,PAPERWORLDMIDDLEEAST,Kolkata,IND,shrikantsinha@suprapens.com,www.suprapens.com
Shivay Motor Company,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,smc2000delhi@yahoo.com,www.yangshinindia.com
SHIVEN YARN PVT. LTD,Techtextil India 2025,TECHTEXTILINDIA,Surat,IND,ketan31382@gmail.com,www.shivenyarn.com
Shiv Gorakh Engineering Works Llp,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jaipur,IND,ab@sgewjaipur.com,
Shivkripa Auto Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ludhiana,IND,shivkripaautoindustries@mail.com,www.shivkripaauto.com
Shreddders And Shredding Company (SASCO),Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,sales@shreddersandshredding.com,www.https://shreddersandshredding.com/
Shree Balajee Garments,Ambiente 2026,AMBIENTE,Jaipur-Rajasthan,IND,shreebalajeegarment74@gmail.com,
Shree Chintamani Knitting Pvt. Ltd.,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,www.lalchandgroup.in
Shreedhar Cotsyn Pvt Ltd,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
Shreegee Impex Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Meerut,IND,sg01@shreegee.com,www.shreegee.com
Shree India,Heimtextil 2027,HEIMTEXTIL,Jaipur,IND,rohitkella@gmail.com,www.shreeindia.in
SHREE JAIN POLYMERS,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Delhi,IND,jainfileproducts@gmail.com,
SHREE JAIN POLYMERS,Paperworld Delhi 2026,PAPERWORLDDELHI,Delhi,IND,jainfileproducts@gmail.com,
Shree Jee Forging,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Agra,IND,shreejeeforgings@gmail.com,
Shree Jeen Marketing,Ambiente 2026,AMBIENTE,Kolkata,IND,natureandhomes.com@gmail.com,www.shreejeenmarketing.com
Shreeji Automotives,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Noida,IND,shreejiautomotives@gmail.com,www.shreejiautomotives.In
Shreeji Enterprise,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Ahmedabad,IND,aayushloya@gmail.com,WWW.VACCFAST.COM
Shreeji International,Ambiente 2026,AMBIENTE,Mumbai,IND,info@shreejiindia.com,www.shreejiindia.com
Shree Lamipack Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ghaziabad,IND,rathoreshreelamipack@gmail.com,www.shreelamipacks.com
Shree Malani / Indomitable Apparel (Spain),Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Jaipur,IND,acc.shreemalaniclothing@gmail.com,
Shree Maruthi Printers,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Coimbatore,IND,abishek@shreemaruthiprinters.com,
Shree Maruti Printers,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Coimbatore,IND,abishek@shreemaruthiprinters.com,
SHREEPAL INDUSTRIES,Ambiente 2026,AMBIENTE,"Thane, Maharashtra",IND,shreepaloverseas@gmail.com,www.shreepal.co.in
Shree Sainath Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ahmedabad,IND,info@shreesainathindustries.com,www.shreesainathindustries.com
SHREE SHYAM EXPORTS,Ambiente 2026,AMBIENTE,Panipat,IND,info@shreeshyamexports.com,www.shreeshyamexports.com
Shree Siddhivinayak Fabricators,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,rajeshbmakwana@gmail.com,www.shreesiddhivinayakfabricators.com
Shree Vallabh Metals,Ambiente 2026,AMBIENTE,"Dist. Thane, Mumbai",IND,bhavesh@shreevallabh.co.in,www.shreevallabh.co.in
Shreysha Textiles Pvt  Ltd.,Heimtextil 2027,HEIMTEXTIL,"Noida, U.P.",IND,mohit@shreysha.com,www.shreysha.com
Shri Balaji Trading Company,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,adityak1216@gmail.com,
SHRI GANESHAYA EXPORTS,Ambiente 2026,AMBIENTE,Delhi,IND,info@shriganeshaya.net,
Shri Krishna Engineering Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rohtak,IND,shrikrishnagoel@yahoo.in,
Shri Mahalaxmi Autoparts Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jaipur,IND,smautojpr@gmail.com,
Shrinath Adhesive Product Private Ltd.,Techtextil 2026,TECHTEXTIL,Ahmedabad,IND,arth@shrinathadhesive.com,www.shrinathadhesive.com
SHRINATH ADHESIVE PRODUCTS PVT.LTD.,Techtextil India 2025,TECHTEXTILINDIA,Ahmedabad,IND,arth@shrinathadhesive.com,www.shrinathadhesive.com
Shrinivas Sugandhalaya (MUM) LLP,Ambiente 2026,AMBIENTE,Maharashtra,IND,admin@nagchampa.net.in,www.houseofnagchampa.com
Shri Pal &amp; Sons,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,shripalandsons@gmail.com,
SHRI RADHIKA NONWOVEN PVT. LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Jaipur,IND,connect@shriradhika.com,www.radhika.net.in
Shri Shiv Glass Works,Ambiente 2026,AMBIENTE,Firozabad,IND,business.shivglass@gmail.com,www.ssgw.co.in
Shroff Textile Exports,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,http://shrofftextileexports.tradeindia.com/
S.H.&amp;.SONS,Ambiente 2026,AMBIENTE,Moradabad,IND,info@shandsons.in,www.shandsons.co
Shubham Trexim Pvt. Ltd.,Ambiente 2026,AMBIENTE,Kolkata,IND,shubham@shubhamtrexim.com,www.shubhamtrexim.com
Shyam Exports,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,mohitgarg@shyamexports-india.com,https://shyamexports.in/
Shyam Industries,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,romi@shyamindustries.co.in,www.shyamindustries.co.in
SHYAM INDUSTRIES,Ambiente 2026,AMBIENTE,Panipat,IND,romi@shyamindustries.co.in,www.shyamindustries.co.in
Shyam Overseas,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,office@shyamoverseas.in,www.shyamoverseas.in
SHYAM OVERSEAS,Ambiente 2026,AMBIENTE,Panipat,IND,office@shyamoverseas.in,www.shyamoverseas.in
Sibco Plastics Industries Pvt Ltd.,Media Expo Delhi 2026,MEDIAEXPODELHI,Kolkata,IND,sibcoflex@gmail.com,
SOHAM ENTERPRISES,Techtextil India 2025,TECHTEXTILINDIA,Thane,IND,sales@sohamindia.in,www.sohamenterprise.co.in
Siddhi Diesels,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Surat,IND,siddhidiesels@yahoo.com,www.siddhidiesels.com
Siddhi Plast India,Automechanika Frankfurt 2026,AUTOMECHANIKA,Haridwar,IND,sidhiplast@gmail.com,
Siddhi Sales Corporation,"Vietnam International Trade Fair for Apparel, Textiles & Textile Technologies 2026",VIETNAMINTERNATIONALTRADEFAIRFORAPPARELTEXTILESTEXTILETECHNOLOGIES,,IND,,https://www.siddhicotton.com
Siddhi Sales Corporation,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,https://www.siddhicotton.com
SIDDHI VINAYAK KNOTS &amp; PRINTS PVT LTD,Techtextil India 2025,TECHTEXTILINDIA,Surat,IND,prs@svkppl.com,www.laxmipatiapparels.com
Sidhi vinayak engineers,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,sidhivinayakengineers.in@gmail.com,www.veranzebulb.com
SIDWIN FABRIC PVT LTD,Techtextil India 2025,TECHTEXTILINDIA,Sabarkantha,IND,anilrajvaidya@sidwinfabric.com,
Sigma Corporation India Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,New Delhi,IND,sales@sigmacorporation.com,www.sigmacorporation.com
Sigma Corporation India Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,sales@sigmacorporation.com,www.sigmacorporation.com
Sigma Roto Lining Private Limited,ACHEMA Middle East 2026,ACHEMAMIDDLEEAST,Ankleshwar,IND,zeelpatel@liningcoating.com,www.liningcoating.com
Signac International,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,sales@signacpens.com,www.signacpens.com
SIGNAC INTERNATIONAL,Paperworld Delhi 2026,PAPERWORLDDELHI,Mumbai,IND,sales@signacpens.com,www.signacpens.com
Sign Junction,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Surat,IND,info.signstudio9@gmail.com,www.signjunction.in
Sign Studio,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,surat,IND,zs445873@gmail.com,
SIKCO Automotive Products Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Delhi,IND,cylinderhead@sikco.com,www.sikco.com
SILICON INFOTECH,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,anil@siliconinfotech.co,www.siliconinfotech.co
Silkaans,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Palghar,IND,sales@silkaansrivet.com,www.silkaansrivet.com
SILK APPEAL,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Palghar,IND,shiven@silkappeal.com,www.silkappeal.com
Silk&#39; N Fab Pvt Ltd.,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Gurgaon,IND,anuj@silknfab.com,www.silknfab.com
Silktex Exports,Ambiente 2026,AMBIENTE,Mumbai,IND,siddharth@silktexindia.com,www.silktexindia.com
Simco Auto Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Delhi,IND,gupta.ashish@simcoauto.com,www.simcoauto.com
Simco Auto Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,gupta.manish@simcoauto.com,www.simcoauto.com
SIMPLY SCRIBBLE,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Rajnandgaon,IND,hello.simplyscribble@gmail.com,www.simplyscribble.in
Simran Export Inc.,Ambiente 2026,AMBIENTE,New Delhi,IND,simran@simranexportinc.com,www.simranindia.com
Sivanesan Company (Ind),Ambiente 2026,AMBIENTE,Chennai,IND,sivanes@sspremier.net,www.sspremier.net
Sivaraj Spinning Mills (P) Limited,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
Sivmech Components Inc,ISH 2025,ISH,Jamnagar,IND,sales@sivmech.com,https://www.sivmech.com/
Siyaram Recycling Industries Ltd.,ISH 2025,ISH,"Jamnagar, Gujarat",IND,bhavesh@siyaramindustries.co.in,www.siyaramindustries.co.in
Siyaram Silk Mills,Texworld Paris Autumn 2026,TEXWORLDPARISAUTUMN,Mumbai,IND,amar.shah@siyaram.com,www.siyaram.com
SKF India Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Pune,IND,nationalindustries@yahoo.com,
SK Overseas IND Private Limited,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Gurgaon,IND,namita@skoverseasinc.com,www.skoverseas.com
S. K. Overseas,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Gurugram,IND,namita@skoverseasinc.com,
SK Spring Co.,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rewari,IND,kapil@skspring.com,www.skspring.com
SK Traders,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,sktradersflex@gmail.com,
SKT Tecnologies,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,skttechnologies2020@gmail.com,
SKT Tecnologies,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,,
Skygloss Global Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Chandigarh,IND,ujjwal@skygloss.com,
Sky Industries Limited,Techtextil 2026,TECHTEXTIL,Mumbai,IND,export3@skycorp.in,www.skycorp.in
SKY INDUSTRIES LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Jaipur,IND,export3@skycorp.in,www.sky-india.com
Skypack India Pvt. Ltd.,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,Faridabad,IND,dm@skypackindia.com,www.skypackindia.com
Skytec Corporation,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Bengaluru,IND,sunil_ashar@hotmail.com,
Skyward Overseas,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,skywardoverseas@live.in,www.skywardoverseas.com
S.L. Packaging Pvt. Ltd.,Ambiente 2026,AMBIENTE,Kolkata,IND,info@slpackaging.in,www.slpackaging.in
SMARTIVITY LABS PRIVATE LIMITED,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Gurugram,IND,amit@smartivity.in,
SMART PARTS EXPORTS,Automechanika Frankfurt 2026,AUTOMECHANIKA,North West Delhi,IND,smartparts07@gmail.com,
Smart Parts Exports Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,smartparts07@gmail.com,www.smartpartsexports.com
S M Auto,Automechanika Birmingham 2025,AUTOMECHANIKABIRMINGHAM,Jaipur,IND,,www.smautojpr.com
SMB Engineering Works,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ghaziabad,IND,smbenggworksengineers@gmail.com,www.smbenggworksengineers.com
SMB ENGINE VALVES,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,info@suzukivalves.com,www.suzukivalves.com
SMIC Autoparts Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurgaon,IND,naresh@smicautoparts.com,www.smicautoparts.com
SMOOTHLINE WRITING INSTRUMENTS PVT. LTD.,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,hemangi@smoothlineinks.com,www.smoothlineinks.com
Smoothline Writing Instruments Pvt. Ltd.,Paperworld Middle East 2026,PAPERWORLDMIDDLEEAST,Mumbai,IND,hemangi@smoothlineinks.com,www.smoothlineinks.com
SMR Bearings Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Mumbai,IND,honeyanand@gmail.com,
S Narainsingh Satnamsingh,Intertextile Shanghai Apparel Fabrics - Autumn Edition 2026,INTERTEXTILESHANGHAIAPPARELFABRICSAUTUMN,,IND,,
SNB Enterprises Pvt. Ltd.,Ambiente 2026,AMBIENTE,New Delhi,IND,rajesh@snbenterprises.com,www.snbenterprises.com
SNV Polyplast Industries LLP,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Valsad,IND,snvpolyplast@gmail.com,www.snvployplast.com
Sofiatex,Texworld Paris Autumn 2026,TEXWORLDPARISAUTUMN,Kolkata,IND,alammullick@gmail.com,www.sofiatex.com
Soft People Computers Pvt Ltd,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,samash66@gmail.com,www.softpeople.in
Somany Ceramics Ltd.,ISH 2025,ISH,Noida,IND,amit@somanyceramics.com,www.somanyceramics.com
SOMSUK POLYMERS (COLOUR CREEK),Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Pune,IND,colourcreekindia@gmail.com,
Sonafine Corporation Private Limited,Print Expo Chennai 2026,PRINTEXPOCHENNAI,New Delhi,IND,deepak.tiwari@sonacommercial.com,
Sonik Accessories,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,sonik.antenna@gmail.com,
Soni Polymers Pvt Ltd,Paperworld Delhi 2026,PAPERWORLDDELHI,Nagpur,IND,overseas@soniofficemate.com,
Soni Rubber Products Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Kolkata,IND,sales@soni.co.in,www.soni.co.in
Soni Rubber Products Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Kolkata,IND,marketing@soni.co.in,www.soni.co.in
SONKUL ENERGY PRODUCTS PVT LTD,Techtextil India 2025,TECHTEXTILINDIA,Ahmednagar,IND,marketing@sonkul.com,http://sonkul.com/
Sonu Hose Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,sonuhosepvtltd@gmail.com,
Soundwell Electronics,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,panasoundac@gmail.com,
Southern Agencies,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,rgarg595@gmail.com,www.southernagencies.com
Southern Agencies,Media Expo Delhi 2026,MEDIAEXPODELHI,Chennai,IND,,www.southernagencies.com
Southern Felt &amp; Geotex,Techtextil 2026,TECHTEXTIL,Chennai,IND,info@sfgindustries.com,https://southernfelt.in/
SITRA (South India Textile Research Association),Techtextil India 2025,TECHTEXTILINDIA,Coimbatore,IND,bdmsupport@sitra.org.in,
Space Textiles Private Limited,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
SPAL Automotive Technology India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Pune,IND,mayank.giri@spal.com,www.spalautomotive.com
Spark Oils,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Mumbai,IND,,
Special Spring (India) Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,ab@specialspringindia.com,www.specialspringindia.com
Specialty Polyfilms India Pvt. Ltd.,IFFA 2025,IFFA,"Aurangabad, Maharashtra",IND,wrapit.fp@specialty-films.com,www.specialty-films.com
Speedways Rubber Company,Automechanika Dubai 2026,AUTOMECHANIKADUBAI,Jalandhar,IND,info@speedwaystyres.com,www.speedwaystyres.com
SPEEDY CREATION,Paperworld Delhi 2026,PAPERWORLDDELHI,Mumbai,IND,sanjivtradecompany@gmail.com,
SPEEDY DIE MAKERS,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,speedydiemakers@gmail.com,
Spinfab Spinners,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
Spinfab Spinners,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,
Sportking India Ltd,"Vietnam International Trade Fair for Apparel, Textiles & Textile Technologies 2026",VIETNAMINTERNATIONALTRADEFAIRFORAPPARELTEXTILESTEXTILETECHNOLOGIES,,IND,,sportking.co.in
Spring International,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,deepak@springinternational.in,http://springinternational.in/
S P Udyog,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,orogenuinespares@gmail.com,www.spudyog.com
S P Yarns,"Vietnam International Trade Fair for Apparel, Textiles & Textile Technologies 2026",VIETNAMINTERNATIONALTRADEFAIRFORAPPARELTEXTILESTEXTILETECHNOLOGIES,,IND,,www.spyarns.com
S P Yarns,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,www.spyarns.com
SPYGEN BATHWARE,ISH 2025,ISH,Morbi,IND,spygenbathware@gmail.com,
SquareDOTS India Private Limited,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,kumari@squaredotsindia.com,
Square Textile Ventures Pvt Ltd,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,
Square Textile Ventures Pvt. Ltd.,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,
SR Auto Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ghazaibad,IND,zarrocfilter@gmail.com,www.zarrocfilters.com
Sree Angalamman Exports,Heimtextil 2027,HEIMTEXTIL,Karur,IND,info@sreeangalamman.com,www.sreeangalamman.com
Sree Arasu Export,Heimtextil 2027,HEIMTEXTIL,Karur,IND,param@sreearasuexport.com,www.sreearasuexport.com
Sri Aurobindo Automotive Components,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Faridabad,IND,ritesh.srivastav@grouparvind.com,www.grouparvind.com
Sridhar Exports,Ambiente 2026,AMBIENTE,Delhi,IND,,
Sri Eesan International,Heimtextil 2027,HEIMTEXTIL,Karur,IND,shanmugam@srieesan.com,www.srieesan.com
Sri Eesan International,Ambiente 2026,AMBIENTE,Karur,IND,shanmugam@srieesan.com,www.srieesan.com
Srijan Exports,ISH 2025,ISH,Chandigarh,IND,bhaavangupta@srijanexports.com,www.srijanexports.com
Sri Jothi Impex,Heimtextil 2027,HEIMTEXTIL,Karur,IND,info@srijothiimpex.com,www.srijothiimpex.com
Sri Jothi Impex,Ambiente 2026,AMBIENTE,Karur,IND,info@srijothiimpex.com,www.srijothiimpex.com
Sri Laxmi Export,Heimtextil 2027,HEIMTEXTIL,Karur,IND,ramesh@srilaxmiexport.com,www.srilaxmiexport.com
Sri Nrkr Textiles Pvt Ltd,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,www.nrktextiles.com
S R International,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ludhiana,IND,srinternational1999@gmail.com,
Srishti Lifestyle Private Limited,Ambiente 2026,AMBIENTE,Pune,IND,srishti.pune10@gmail.com,www.srishtilifestyle.com
SRI SIVAJOTHI SPINNING MILLS PRIVATE LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Tiruppur,IND,sales@srisivajothi.com,www.srisivajothi.com
Sri Vijayalakshmi Agarbathi Works,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,Banglore,IND,info@liberty1947.com,www.liberty1947.com
Sri Vishnu Print Point,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,srikumaran@srivishnuprintpoint.com,
SRJ Engineering and Trading Pvt Ltd,INA PAACE Automechanika Mexico City 2026,INAPAACEAUTOMECHANIKAMEXICOCITY,Kancheepuram IN-22,IND,srjengineeringtrading@gmail.com,
S.R. Kumar Intl.,Heimtextil 2027,HEIMTEXTIL,New Delhi,IND,info@srkumar.com,www.srkumar.com
S.R. Kumar Intl.,Ambiente 2026,AMBIENTE,New Delhi,IND,info@srkumar.com,www.srkumar.com
S.R.S. SYNTEX LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Bhilwara,IND,info@srsduratech.com,www.srsduratech.com
S.R. Traders,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Chennai,IND,srtraders18knp@gmail.com,
S.R. TRADERS,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,srtraders48@gmail.com,
S.S.B. Metal Works,Ambiente 2026,AMBIENTE,Mumbai,IND,info@ssbmetal.com,www.ssbmetal.com
SSB METAL WORKS,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Mumbai,IND,adeetya@ssbmetal.com,https://www.ssbmetal.com
SSG Automotive Components Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurugram,IND,preeti.vig@ssgautomotive.com,www.ssgautomotive.com
S.S.Lamicoats,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Thane,IND,sslamicoats@hotmail.com,www.sslamicoats.com
Stahl India Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Chennai,IND,regi.varghese@stahl.com,www.stahl.com
Staietech LLP,Media Expo Delhi 2026,MEDIAEXPODELHI,Ghaziabad,IND,accounts@staietech.co.in,
Stain Lay India Pvt. Ltd.,Ambiente 2026,AMBIENTE,Delhi,IND,pradeepgoel@stainlayindia.com,www.stainlayindia.com
M/S Stalwart Design,Ambiente 2026,AMBIENTE,Moradabad,IND,manojkhosla@stalwartindia.net,
Stalwart Homestyles,Ambiente 2026,AMBIENTE,"Gurgaon, Haryana",IND,gagan@stalwarthomestyles.com,
Stalwart Technik Pvt. Ltd.,Ambiente 2026,AMBIENTE,Faridabad,IND,sales@stalwartindustries.com,www.stalwarttechnik.com
Stamp &#39;IT Robotai &amp; Solutions Pvt. Ltd,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,sales@stampitcnc.co.in,www.stampitcnc.com
Standard Automotive Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rohtak,IND,,
Standard Friction Components Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Mumbai,IND,bobby@frictionindia.com,www.standardfriction.com
Star Alloy Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jamnagar,IND,staralloyindustries@gmail.com,
Star Enterprises,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Mumbai,IND,starenterprises62@yahoo.com,
Star Enterprises,Paperworld Delhi 2026,PAPERWORLDDELHI,Mumbai,IND,starenterprises62@yahoo.com,
Star Radiators Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Vadodara,IND,starradiatorspvtltd@gmail.com,
Star Sintered Products Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Greater Noida,IND,sspl@starsintered.com,www.starasintered.com
Star Techno Mech Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Rajkot,IND,info@starconnectingrod.com,http://www.starconnectingrod.com
Star Techno Mech Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,SHAPAR - VERAVAL,IND,export@starconnectingrod.com,www.starconnectingrod.com
STATIONERIE,Paperworld Delhi 2026,PAPERWORLDDELHI,Kolkata,IND,Raghav.arora@live.in,
Steelbird International,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,mnarula@steelbird.com,www.steelbird.com
Steel Impex &amp; Industries,Automechanika Riyadh 2026,AUTOMECHANIKARIYADH,Thane,IND,info@steelimpex.net,www.trusttec.eu
Steel Impex &amp; Industries,Automechanika Dubai 2026,AUTOMECHANIKADUBAI,Thane,IND,info@steelimpex.net,www.trusttec.eu
Steel Impex &amp; Industries,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Thane,IND,info@steelimpex.net,www.trusttec.eu
STELLANTIS AUTOMOBILES INDIA PRIVATE LIMITED,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Tiruvallur,IND,aman.sunilgupta@external.stellantis.com,https://www.eurorepar.com/IN-en
Sterling Impex,Light + Building 2026,LIGHTBUILDING,Mumbai,IND,haresh@sterlingimpex.com,www.sterling-group.in
